SA2_CODE_2021,SA2_NAME_2021,CED_CODE_2024,CED_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
204021064,Benalla Surrounds,235,Nicholls,0.0115971,Good,Good,0
204021064,Benalla Surrounds,222,Indi,0.9884029,Good,Good,0
204021065,Rutherglen,222,Indi,1,Good,Good,0
204021066,Wangaratta,222,Indi,1,Good,Good,0
204021067,Wangaratta Surrounds,222,Indi,1,Good,Good,0
204031068,Beechworth,222,Indi,1,Good,Good,0
204031069,Bright - Mount Beauty,222,Indi,1,Good,Good,0
204031070,Chiltern - Indigo Valley,222,Indi,1,Good,Good,0
204031071,Myrtleford,222,Indi,1,Good,Good,0
204031072,Towong,222,Indi,1,Good,Good,0
204031073,West Wodonga,222,Indi,1,Good,Good,0
204031075,Yackandandah,222,Indi,1,Good,Good,0
204031491,Baranduda - Leneva,222,Indi,1,Good,Good,0
204031492,Wodonga,222,Indi,1,Good,Good,0
205011076,Drouin,234,Monash,1,Good,Good,0
205011077,Mount Baw Baw Region,234,Monash,1,Good,Good,0
205011078,Trafalgar (Vic.),216,Gippsland,1.20E-06,Good,Good,1
205011078,Trafalgar (Vic.),234,Monash,0.9999988,Good,Good,0
205011079,Warragul,234,Monash,1,Good,Good,0
205021080,Alps - East,216,Gippsland,1,Good,Good,0
205021081,Bairnsdale,216,Gippsland,1,Good,Good,0
205021082,Bruthen - Omeo,216,Gippsland,1,Good,Good,0
205021083,Lake King,216,Gippsland,1,Good,Good,0
205021084,Lakes Entrance,216,Gippsland,1,Good,Good,0
205021085,Orbost,216,Gippsland,1,Good,Good,0
205021086,Paynesville,216,Gippsland,1,Good,Good,0
205031087,Foster,234,Monash,1,Good,Good,0
205031088,French Island,213,Flinders,1,Good,Good,0
205031089,Korumburra,234,Monash,1,Good,Good,0
205031090,Leongatha,216,Gippsland,0.0054008,Good,Good,1
205031090,Leongatha,234,Monash,0.9945992,Good,Good,0
205031091,Phillip Island,234,Monash,1,Good,Good,0
205031092,Wilsons Promontory,234,Monash,1,Good,Good,0
205031093,Wonthaggi - Inverloch,234,Monash,1,Good,Good,0
205041094,Churchill,234,Monash,0.0071778,Good,Good,1
205041094,Churchill,216,Gippsland,0.9928222,Good,Good,0
205041095,Moe - Newborough,216,Gippsland,0.0085112,Good,Good,1
205041095,Moe - Newborough,234,Monash,0.9914888,Good,Good,0
205041096,Morwell,216,Gippsland,1,Good,Good,0
205041098,Yallourn North - Glengarry,216,Gippsland,1,Good,Good,0
205041493,Traralgon - East,216,Gippsland,1,Good,Good,0
205041494,Traralgon - West,216,Gippsland,1,Good,Good,0
205051099,Alps - West,216,Gippsland,1,Good,Good,0
205051100,Longford - Loch Sport,216,Gippsland,1,Good,Good,0
205051101,Maffra,216,Gippsland,1,Good,Good,0
205051102,Rosedale,216,Gippsland,1,Good,Good,0
205051103,Sale,216,Gippsland,1,Good,Good,0
205051104,Yarram,216,Gippsland,1,Good,Good,0
206011106,Brunswick East,238,Wills,1,Good,Good,0
206011107,Brunswick West,230,Maribyrnong,0.0951024,Good,Good,0
206011107,Brunswick West,238,Wills,0.9048976,Good,Good,0
206011109,Pascoe Vale South,230,Maribyrnong,0.1186012,Good,Good,0
206011109,Pascoe Vale South,238,Wills,0.8813988,Good,Good,0
206011495,Brunswick - North,238,Wills,1,Good,Good,0
206011496,Brunswick - South,238,Wills,1,Good,Good,0
206011497,Coburg - East,208,Cooper,0.0450383,Good,Good,0
206011497,Coburg - East,238,Wills,0.9549617,Good,Good,0
206011498,Coburg - West,238,Wills,1,Good,Good,0
206021110,Alphington - Fairfield,208,Cooper,1,Good,Good,0
206021112,Thornbury,208,Cooper,1,Good,Good,0
206021499,Northcote - East,208,Cooper,1,Good,Good,0
206021500,Northcote - West,208,Cooper,1,Good,Good,0
206031113,Ascot Vale,230,Maribyrnong,1,Good,Good,0
206031115,Flemington,230,Maribyrnong,1,Good,Good,0
206031116,Moonee Ponds,230,Maribyrnong,1,Good,Good,0
206031501,Essendon (West) - Aberfeldie,230,Maribyrnong,1,Good,Good,0
206031502,Essendon - East,230,Maribyrnong,1,Good,Good,0
206041117,Carlton,232,Melbourne,1,Good,Good,0
206041118,Docklands,228,Macnamara,0.1394124,Good,Good,0
206041118,Docklands,232,Melbourne,0.8605876,Good,Good,0
206041119,East Melbourne,232,Melbourne,1,Good,Good,0
206041120,Flemington Racecourse,230,Maribyrnong,1,Good,Good,0
206041121,Kensington (Vic.),230,Maribyrnong,1,Good,Good,0
206041124,Parkville,232,Melbourne,1,Good,Good,0
206041125,South Yarra - West,232,Melbourne,1,Good,Good,0
206041127,West Melbourne - Industrial,232,Melbourne,1,Good,Good,0
206041503,Melbourne CBD - East,232,Melbourne,1,Good,Good,0
206041504,Melbourne CBD - North,232,Melbourne,1,Good,Good,0
206041505,Melbourne CBD - West,232,Melbourne,1,Good,Good,0
206041506,North Melbourne,232,Melbourne,1,Good,Good,0
206041507,Royal Botanic Gardens Victoria,232,Melbourne,1,Good,Good,0
206041508,Southbank (West) - South Wharf,228,Macnamara,1,Good,Good,0
206041509,Southbank - East,228,Macnamara,1,Good,Good,0
206041510,West Melbourne - Residential,232,Melbourne,1,Good,Good,0
206051128,Albert Park,228,Macnamara,1,Good,Good,0
206051129,Elwood,228,Macnamara,1,Good,Good,0
206051130,Port Melbourne,228,Macnamara,1,Good,Good,0
206051134,St Kilda East,228,Macnamara,1,Good,Good,0
206051511,Port Melbourne Industrial,228,Macnamara,1,Good,Good,0
206051512,South Melbourne,228,Macnamara,1,Good,Good,0
206051513,St Kilda - Central,228,Macnamara,1,Good,Good,0
206051514,St Kilda - West,228,Macnamara,1,Good,Good,0
206061135,Armadale,225,Kooyong,1,Good,Good,0
206061136,Prahran - Windsor,225,Kooyong,0.3169807,Good,Good,0
206061136,Prahran - Windsor,232,Melbourne,0.3274555,Good,Good,0
206061136,Prahran - Windsor,228,Macnamara,0.3555637,Good,Good,0
206061138,Toorak,225,Kooyong,1,Good,Good,0
206061515,South Yarra - North,232,Melbourne,1,Good,Good,0
206061516,South Yarra - South,232,Melbourne,1,Good,Good,0
206071139,Abbotsford,232,Melbourne,1,Good,Good,0
206071140,Carlton North - Princes Hill,238,Wills,1,Good,Good,0
206071141,Collingwood,232,Melbourne,1,Good,Good,0
206071142,Fitzroy,232,Melbourne,1,Good,Good,0
206071143,Fitzroy North,238,Wills,1,Good,Good,0
206071145,Clifton Hill - Alphington,232,Melbourne,1.00E-06,Good,Good,1
206071145,Clifton Hill - Alphington,208,Cooper,0.999999,Good,Good,0
206071517,Richmond (South) - Cremorne,232,Melbourne,1,Good,Good,0
206071518,Richmond - North,232,Melbourne,1,Good,Good,0
207011146,Ashburton (Vic.),207,Chisholm,1,Acceptable,Good,0
207011147,Balwyn,233,Menzies,0.0487582,Good,Good,0
207011147,Balwyn,225,Kooyong,0.9512418,Good,Good,0
207011148,Balwyn North,233,Menzies,0.1135185,Good,Good,0
207011148,Balwyn North,225,Kooyong,0.8864815,Good,Good,0
207011149,Camberwell,207,Chisholm,0.2765765,Acceptable,Good,0
207011149,Camberwell,225,Kooyong,0.7234235,Good,Good,0
207011150,Glen Iris - East,207,Chisholm,1,Acceptable,Good,0
207011152,Hawthorn East,225,Kooyong,1,Good,Good,0
207011154,Kew East,225,Kooyong,1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,233,Menzies,0.0413188,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,225,Kooyong,0.9586812,Good,Good,0
207011519,Hawthorn - North,225,Kooyong,1,Good,Good,0
207011520,Hawthorn - South,225,Kooyong,1,Good,Good,0
207011521,Kew - South,225,Kooyong,1,Good,Good,0
207011522,Kew - West,225,Kooyong,1,Good,Good,0
207021156,Bulleen,233,Menzies,1,Good,Good,0
207021157,Doncaster,233,Menzies,1,Good,Good,0
207021159,Templestowe,233,Menzies,1,Good,Good,0
207021160,Templestowe Lower,233,Menzies,1,Good,Good,0
207021424,Doncaster East - North,233,Menzies,1,Good,Good,0
207021425,Doncaster East - South,233,Menzies,1,Good,Good,0
207031161,Blackburn,211,Deakin,0.3388227,Acceptable,Good,0
207031161,Blackburn,233,Menzies,0.6611773,Good,Good,0
207031162,Blackburn South,207,Chisholm,0.0123454,Acceptable,Good,0
207031162,Blackburn South,211,Deakin,0.1303157,Acceptable,Good,0
207031162,Blackburn South,233,Menzies,0.8573389,Good,Good,0
207031163,Box Hill,207,Chisholm,0.071024,Acceptable,Good,0
207031163,Box Hill,233,Menzies,0.928976,Good,Good,0
207031164,Box Hill North,233,Menzies,1,Good,Good,0
207031165,Burwood (Vic.),207,Chisholm,1,Acceptable,Good,0
207031166,Burwood East,211,Deakin,0.2091785,Acceptable,Good,0
207031166,Burwood East,207,Chisholm,0.7908215,Acceptable,Good,0
207031167,Surrey Hills (East) - Mont Albert,233,Menzies,1,Good,Good,0
208011168,Beaumaris,217,Goldstein,1,Acceptable,Good,0
208011169,Brighton (Vic.),217,Goldstein,1,Acceptable,Good,0
208011170,Brighton East,217,Goldstein,1,Acceptable,Good,0
208011171,Highett (West) - Cheltenham,217,Goldstein,1,Acceptable,Good,0
208011172,Hampton,217,Goldstein,1,Acceptable,Good,0
208011173,Sandringham - Black Rock,217,Goldstein,1,Acceptable,Good,0
208021174,Bentleigh - McKinnon,217,Goldstein,1,Acceptable,Good,0
208021176,Carnegie,221,Hotham,1,Acceptable,Good,0
208021177,Caulfield - North,228,Macnamara,1,Good,Good,0
208021178,Caulfield - South,228,Macnamara,0.3185914,Good,Good,0
208021178,Caulfield - South,217,Goldstein,0.6814086,Acceptable,Good,0
208021179,Elsternwick,228,Macnamara,0.4771514,Good,Good,0
208021179,Elsternwick,217,Goldstein,0.5228486,Acceptable,Good,0
208021180,Hughesdale,221,Hotham,1,Acceptable,Good,0
208021181,Murrumbeena,221,Hotham,1,Acceptable,Good,0
208021182,Ormond - Glen Huntly,228,Macnamara,0.0927666,Good,Good,0
208021182,Ormond - Glen Huntly,221,Hotham,0.1486598,Acceptable,Good,0
208021182,Ormond - Glen Huntly,217,Goldstein,0.7585736,Acceptable,Good,0
208021426,Bentleigh East - North,221,Hotham,1,Acceptable,Good,0
208021427,Bentleigh East - South,217,Goldstein,0.3230476,Acceptable,Good,0
208021427,Bentleigh East - South,221,Hotham,0.6769524,Acceptable,Good,0
208031183,Aspendale Gardens - Waterways,223,Isaacs,1,Acceptable,Good,0
208031184,Braeside,223,Isaacs,1,Acceptable,Good,0
208031185,Carrum - Patterson Lakes,212,Dunkley,1,Good,Good,0
208031186,Chelsea - Bonbeach,223,Isaacs,0.2924952,Acceptable,Good,0
208031186,Chelsea - Bonbeach,212,Dunkley,0.7075048,Good,Good,0
208031187,Chelsea Heights,212,Dunkley,0.3781581,Good,Good,0
208031187,Chelsea Heights,223,Isaacs,0.6218419,Acceptable,Good,0
208031188,Highett (East) - Cheltenham,217,Goldstein,0.2231552,Acceptable,Good,0
208031188,Highett (East) - Cheltenham,223,Isaacs,0.7768448,Acceptable,Good,0
208031189,Edithvale - Aspendale,223,Isaacs,1,Acceptable,Good,0
208031190,Mentone,223,Isaacs,1,Acceptable,Good,0
208031191,Moorabbin - Heatherton,223,Isaacs,0.3114576,Acceptable,Good,0
208031191,Moorabbin - Heatherton,217,Goldstein,0.6885424,Acceptable,Good,0
208031192,Moorabbin Airport,223,Isaacs,1,Acceptable,Good,0
208031193,Mordialloc - Parkdale,223,Isaacs,1,Acceptable,Good,0
208041194,Malvern - Glen Iris,207,Chisholm,0.4592428,Acceptable,Good,0
208041194,Malvern - Glen Iris,225,Kooyong,0.5407572,Good,Good,0
208041195,Malvern East,207,Chisholm,1,Acceptable,Good,0
209011196,Bundoora - East,224,Jagajaga,1,Good,Good,0
209011197,Greensborough,224,Jagajaga,1,Good,Good,0
209011198,Heidelberg - Rosanna,224,Jagajaga,1,Good,Good,0
209011199,Heidelberg West,224,Jagajaga,1,Good,Good,0
209011200,Ivanhoe,224,Jagajaga,1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,224,Jagajaga,1,Good,Good,0
209011202,Montmorency - Briar Hill,224,Jagajaga,1,Good,Good,0
209011203,Viewbank - Yallambie,224,Jagajaga,1,Good,Good,0
209011204,Watsonia,224,Jagajaga,1,Good,Good,0
209021205,Kingsbury,208,Cooper,1,Good,Good,0
209021428,Preston - East,208,Cooper,1,Good,Good,0
209021429,Preston - West,208,Cooper,1,Good,Good,0
209021523,Reservoir - North East,208,Cooper,1,Good,Good,0
209021524,Reservoir - North West,208,Cooper,1,Good,Good,0
209021525,Reservoir - South East,208,Cooper,1,Good,Good,0
209021526,Reservoir - South West,208,Cooper,1,Good,Good,0
209031209,Eltham,224,Jagajaga,1,Good,Good,0
209031210,Hurstbridge,231,McEwen,1,Good,Good,0
209031211,Kinglake,222,Indi,1,Good,Good,0
209031212,Panton Hill - St Andrews,206,Casey,0.3802917,Good,Good,0
209031212,Panton Hill - St Andrews,231,McEwen,0.6197083,Good,Good,0
209031213,Plenty - Yarrambat,231,McEwen,0.4413895,Good,Good,0
209031213,Plenty - Yarrambat,224,Jagajaga,0.5586105,Good,Good,0
209031214,Research - North Warrandyte,224,Jagajaga,1,Good,Good,0
209031215,Wattle Glen - Diamond Creek,231,McEwen,1,Good,Good,0
209041216,Bundoora - North,224,Jagajaga,0.4175704,Good,Good,0
209041216,Bundoora - North,236,Scullin,0.5824296,Good,Good,0
209041217,Bundoora - West,236,Scullin,1,Good,Good,0
209041220,Mill Park - North,236,Scullin,1,Good,Good,0
209041221,Mill Park - South,236,Scullin,1,Good,Good,0
209041223,Thomastown,236,Scullin,1,Good,Good,0
209041224,Wallan,231,McEwen,1,Good,Good,0
209041225,Whittlesea,231,McEwen,1,Good,Good,0
209041431,Epping - East,236,Scullin,1,Good,Good,0
209041432,Epping - South,236,Scullin,1,Good,Good,0
209041433,Epping (Vic.) - West,236,Scullin,1,Good,Good,0
209041435,South Morang - North,236,Scullin,1,Good,Good,0
209041436,South Morang - South,236,Scullin,1,Good,Good,0
209041437,Wollert,236,Scullin,1,Good,Good,0
209041527,Doreen - North,231,McEwen,1,Good,Good,0
209041528,Doreen - South,231,McEwen,1,Good,Good,0
209041529,Lalor - East,236,Scullin,1,Good,Good,0
209041530,Lalor - West,236,Scullin,1,Good,Good,0
209041531,Mernda - North,231,McEwen,1,Good,Good,0
209041532,Mernda - South,231,McEwen,1,Good,Good,0
210011226,Airport West,230,Maribyrnong,1,Good,Good,0
210011227,Essendon Airport,230,Maribyrnong,1,Good,Good,0
210011228,Keilor,219,Hawke,0.0091384,Good,Good,1
210011228,Keilor,230,Maribyrnong,0.3155372,Good,Good,0
210011228,Keilor,218,Gorton,0.6753243,Good,Good,0
210011230,Niddrie - Essendon West,230,Maribyrnong,1,Good,Good,0
210011231,Strathmore,238,Wills,1.00E-06,Good,Good,1
210011231,Strathmore,230,Maribyrnong,0.999999,Good,Good,0
210011533,Avondale Heights,230,Maribyrnong,1,Good,Good,0
210011534,Keilor East,230,Maribyrnong,1,Good,Good,0
210021232,Gisborne,231,McEwen,1,Good,Good,0
210021233,Macedon,231,McEwen,1,Good,Good,0
210021234,Riddells Creek,231,McEwen,1,Good,Good,0
210021235,Romsey,203,Bendigo,0.0133005,Good,Good,0
210021235,Romsey,231,McEwen,0.9866995,Good,Good,0
210031236,Coburg North,208,Cooper,0.4619951,Good,Good,0
210031236,Coburg North,238,Wills,0.5380049,Good,Good,0
210031237,Fawkner,238,Wills,1,Good,Good,0
210031439,Gowanbrae,230,Maribyrnong,1,Good,Good,0
210031440,Hadfield,238,Wills,1,Good,Good,0
210031535,Glenroy - East,238,Wills,1,Good,Good,0
210031536,Glenroy - West,238,Wills,0.1020563,Good,Good,0
210031536,Glenroy - West,230,Maribyrnong,0.8979437,Good,Good,0
210031537,Oak Park,238,Wills,0.4853954,Good,Good,0
210031537,Oak Park,230,Maribyrnong,0.5146046,Good,Good,0
210031538,Pascoe Vale,238,Wills,1,Good,Good,0
210041240,Sunbury,219,Hawke,1,Good,Good,0
210041539,Diggers Rest,219,Hawke,1,Good,Good,0
210041540,Sunbury - South,219,Hawke,1,Good,Good,0
210041541,Sunbury - West,219,Hawke,1,Good,Good,0
210051242,Broadmeadows,205,Calwell,1,Good,Good,0
210051243,Campbellfield - Coolaroo,236,Scullin,0.2378902,Good,Good,0
210051243,Campbellfield - Coolaroo,205,Calwell,0.7621098,Good,Good,0
210051245,Gladstone Park - Westmeadows,230,Maribyrnong,0.4566923,Good,Good,0
210051245,Gladstone Park - Westmeadows,205,Calwell,0.5433077,Good,Good,0
210051246,Greenvale - Bulla,219,Hawke,0.0303612,Good,Good,0
210051246,Greenvale - Bulla,205,Calwell,0.9696388,Good,Good,0
210051247,Meadow Heights,205,Calwell,1,Good,Good,0
210051248,Melbourne Airport,219,Hawke,1,Good,Good,0
210051250,Tullamarine,230,Maribyrnong,1,Good,Good,0
210051441,Craigieburn - Central,236,Scullin,1.20E-06,Good,Good,1
210051441,Craigieburn - Central,205,Calwell,0.9999988,Good,Good,0
210051442,Craigieburn - North,236,Scullin,0.0054533,Good,Good,1
210051442,Craigieburn - North,205,Calwell,0.9945467,Good,Good,0
210051443,Craigieburn - South,236,Scullin,0.0003242,Good,Good,1
210051443,Craigieburn - South,205,Calwell,0.9996758,Good,Good,0
210051445,Mickleham - Yuroke,231,McEwen,0.2371671,Good,Good,0
210051445,Mickleham - Yuroke,205,Calwell,0.7628329,Good,Good,0
210051542,Craigieburn - North West,205,Calwell,1,Good,Good,0
210051543,Craigieburn - West,205,Calwell,1,Good,Good,0
210051544,Roxburgh Park (South) - Somerton,236,Scullin,3.20E-06,Good,Good,1
210051544,Roxburgh Park (South) - Somerton,205,Calwell,0.9999968,Good,Good,0
210051545,Roxburgh Park - North,205,Calwell,1,Good,Good,0
211011251,Bayswater,201,Aston,1,Good,Good,0
211011254,Knoxfield - Scoresby,201,Aston,1,Good,Good,0
211011255,Lysterfield,206,Casey,0.0062358,Good,Good,1
211011255,Lysterfield,201,Aston,0.9937642,Good,Good,0
211011256,Rowville - Central,201,Aston,1,Good,Good,0
211011257,Rowville - North,201,Aston,1,Good,Good,0
211011258,Rowville - South,201,Aston,1,Good,Good,0
211011259,Wantirna,201,Aston,1,Good,Good,0
211011260,Wantirna South,201,Aston,1,Good,Good,0
211011446,Boronia,201,Aston,1,Good,Good,0
211011447,Ferntree Gully - North,201,Aston,1,Good,Good,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,201,Aston,1,Good,Good,0
211011449,The Basin,201,Aston,1,Good,Good,0
211021261,Donvale - Park Orchards,233,Menzies,0.4072423,Good,Good,0
211021261,Donvale - Park Orchards,211,Deakin,0.5927577,Acceptable,Good,0
211021262,Warrandyte - Wonga Park,211,Deakin,0.0323408,Acceptable,Good,0
211021262,Warrandyte - Wonga Park,206,Casey,0.350193,Good,Good,0
211021262,Warrandyte - Wonga Park,233,Menzies,0.6174662,Good,Good,0
211031263,Bayswater North,211,Deakin,0.2578403,Acceptable,Good,0
211031263,Bayswater North,201,Aston,0.7421597,Good,Good,0
211031265,Croydon Hills - Warranwood,211,Deakin,1,Acceptable,Good,0
211031266,Ringwood,201,Aston,0.0347852,Good,Good,0
211031266,Ringwood,211,Deakin,0.9652148,Acceptable,Good,0
211031267,Ringwood East,201,Aston,0.2443033,Good,Good,0
211031267,Ringwood East,211,Deakin,0.7556967,Acceptable,Good,0
211031268,Ringwood North,211,Deakin,1,Acceptable,Good,0
211031450,Croydon - East,211,Deakin,1,Acceptable,Good,0
211031451,Croydon - West,211,Deakin,1,Acceptable,Good,0
211031452,Croydon South,211,Deakin,1,Acceptable,Good,0
211041269,Forest Hill,211,Deakin,1,Acceptable,Good,0
211041270,Mitcham (Vic.),211,Deakin,1,Acceptable,Good,0
211041271,Nunawading,211,Deakin,1,Acceptable,Good,0
211041272,Vermont,211,Deakin,1,Acceptable,Good,0
211041273,Vermont South,211,Deakin,1,Acceptable,Good,0
211051274,Belgrave - Selby,206,Casey,1,Good,Good,0
211051275,Chirnside Park,206,Casey,1,Good,Good,0
211051276,Healesville - Yarra Glen,206,Casey,1,Good,Good,0
211051277,Kilsyth,206,Casey,1,Good,Good,0
211051278,Lilydale - Coldstream,206,Casey,1,Good,Good,0
211051279,Monbulk - Silvan,206,Casey,1,Good,Good,0
211051280,Montrose,206,Casey,1,Good,Good,0
211051281,Mooroolbark,206,Casey,1,Good,Good,0
211051282,Mount Dandenong - Olinda,206,Casey,1,Good,Good,0
211051283,Mount Evelyn,206,Casey,1,Good,Good,0
211051284,Upwey - Tecoma,206,Casey,1,Good,Good,0
211051285,Wandin - Seville,206,Casey,1,Good,Good,0
211051286,Yarra Valley,206,Casey,1,Good,Good,0
212011289,Emerald - Cockatoo,206,Casey,0.0819379,Good,Good,0
212011289,Emerald - Cockatoo,226,La Trobe,0.9180621,Good,Good,0
212011546,Beaconsfield - Officer,204,Bruce,0.015955,Good,Good,0
212011546,Beaconsfield - Officer,226,La Trobe,0.984045,Good,Good,0
212011547,Bunyip - Garfield,226,La Trobe,1,Good,Good,0
212011548,Koo Wee Rup,226,La Trobe,1,Good,Good,0
212011549,Pakenham - North East,226,La Trobe,1,Good,Good,0
212011550,Pakenham - North West,226,La Trobe,1,Good,Good,0
212011551,Pakenham - South East,226,La Trobe,1,Good,Good,0
212011552,Pakenham - South West,226,La Trobe,1,Good,Good,0
212021293,Berwick - North,204,Bruce,1,Good,Good,0
212021295,Doveton,204,Bruce,1,Good,Good,0
212021297,Hallam,204,Bruce,1,Good,Good,0
212021299,Narre Warren North,204,Bruce,1,Good,Good,0
212021453,Endeavour Hills - North,204,Bruce,1,Good,Good,0
212021454,Endeavour Hills - South,204,Bruce,1,Good,Good,0
212021455,Narre Warren - North East,204,Bruce,1,Good,Good,0
212021456,Narre Warren - South West,204,Bruce,1,Good,Good,0
212021553,Berwick - South East,204,Bruce,0.0291945,Good,Good,0
212021553,Berwick - South East,226,La Trobe,0.9708055,Good,Good,0
212021554,Berwick - South West,204,Bruce,1,Good,Good,0
212031300,Cranbourne,220,Holt,1,Good,Good,0
212031303,Cranbourne South,220,Holt,1,Good,Good,0
212031304,Cranbourne West,220,Holt,1,Good,Good,0
212031306,Lynbrook - Lyndhurst,220,Holt,1,Good,Good,0
212031308,Pearcedale - Tooradin,220,Holt,1,Good,Good,0
212031457,Narre Warren South - East,204,Bruce,1,Good,Good,0
212031458,Narre Warren South - West,204,Bruce,0.133293,Good,Good,0
212031458,Narre Warren South - West,220,Holt,0.866707,Good,Good,0
212031555,Clyde North - North,226,La Trobe,1,Good,Good,0
212031556,Clyde North - South,226,La Trobe,1,Good,Good,0
212031557,Cranbourne East - North,220,Holt,1,Good,Good,0
212031558,Cranbourne East - South,220,Holt,1,Good,Good,0
212031559,Cranbourne North - East,204,Bruce,1,Good,Good,0
212031560,Cranbourne North - West,220,Holt,1,Good,Good,0
212031561,Hampton Park - East,220,Holt,1,Good,Good,0
212031562,Hampton Park - West,220,Holt,1,Good,Good,0
212041309,Clarinda - Oakleigh South,221,Hotham,1,Acceptable,Good,0
212041310,Clayton South,221,Hotham,1,Acceptable,Good,0
212041312,Dandenong North,204,Bruce,1,Good,Good,0
212041313,Dingley Village,223,Isaacs,1,Acceptable,Good,0
212041316,Noble Park North,221,Hotham,0.3174917,Acceptable,Good,0
212041316,Noble Park North,204,Bruce,0.6825083,Good,Good,0
212041317,Springvale,221,Hotham,1,Acceptable,Good,0
212041318,Springvale South,223,Isaacs,1,Acceptable,Good,0
212041459,Noble Park - East,223,Isaacs,0.3258211,Acceptable,Good,0
212041459,Noble Park - East,221,Hotham,0.6741789,Acceptable,Good,0
212041460,Noble Park - West,221,Hotham,0.075489,Acceptable,Good,0
212041460,Noble Park - West,223,Isaacs,0.924511,Acceptable,Good,0
212041563,Dandenong - North,223,Isaacs,0.3284094,Acceptable,Good,0
212041563,Dandenong - North,204,Bruce,0.6715906,Good,Good,0
212041564,Dandenong - South,223,Isaacs,1,Acceptable,Good,0
212041565,Keysborough - North,223,Isaacs,1,Acceptable,Good,0
212041566,Keysborough - South,223,Isaacs,1,Acceptable,Good,0
212051319,Ashwood - Chadstone,221,Hotham,0.1352412,Acceptable,Good,0
212051319,Ashwood - Chadstone,207,Chisholm,0.8647588,Acceptable,Good,0
212051321,Glen Waverley - East,207,Chisholm,1,Acceptable,Good,0
212051322,Glen Waverley - West,221,Hotham,0.0409172,Acceptable,Good,0
212051322,Glen Waverley - West,207,Chisholm,0.9590828,Acceptable,Good,0
212051323,Mount Waverley - North,207,Chisholm,1,Acceptable,Good,0
212051324,Mount Waverley - South,221,Hotham,0.2114347,Acceptable,Good,0
212051324,Mount Waverley - South,207,Chisholm,0.7885653,Acceptable,Good,0
212051325,Mulgrave,204,Bruce,0.2261378,Good,Good,0
212051325,Mulgrave,221,Hotham,0.7738622,Acceptable,Good,0
212051326,Oakleigh - Huntingdale,221,Hotham,1,Acceptable,Good,0
212051327,Wheelers Hill,221,Hotham,0.2560154,Acceptable,Good,0
212051327,Wheelers Hill,207,Chisholm,0.7439846,Acceptable,Good,0
212051567,Clayton (North) - Notting Hill,221,Hotham,1,Acceptable,Good,0
212051568,Clayton - Central,221,Hotham,1,Acceptable,Good,0
213011328,Ardeer - Albion,214,Fraser,1,Good,Good,0
213011329,Cairnlea,214,Fraser,1,Good,Good,0
213011331,Delahey,218,Gorton,1,Good,Good,0
213011332,Keilor Downs,214,Fraser,0.2463371,Good,Good,0
213011332,Keilor Downs,218,Gorton,0.7536629,Good,Good,0
213011333,Kings Park (Vic.),218,Gorton,1,Good,Good,0
213011334,St Albans - North,214,Fraser,1,Good,Good,0
213011335,St Albans - South,214,Fraser,1,Good,Good,0
213011336,Sunshine,214,Fraser,1,Good,Good,0
213011337,Sunshine North,214,Fraser,1,Good,Good,0
213011338,Sunshine West,214,Fraser,1,Good,Good,0
213011339,Sydenham,218,Gorton,1,Good,Good,0
213011340,Taylors Lakes,219,Hawke,0.0038461,Good,Good,1
213011340,Taylors Lakes,218,Gorton,0.9961539,Good,Good,0
213011569,Deer Park,214,Fraser,0.01595,Good,Good,0
213011569,Deer Park,218,Gorton,0.98405,Good,Good,0
213011570,Derrimut,214,Fraser,0.000813,Good,Good,1
213011570,Derrimut,218,Gorton,0.999187,Good,Good,0
213021341,Altona,215,Gellibrand,1,Good,Good,0
213021342,Altona Meadows,215,Gellibrand,1,Good,Good,0
213021343,Altona North,214,Fraser,0.1329704,Good,Good,0
213021343,Altona North,215,Gellibrand,0.8670296,Good,Good,0
213021344,Newport,214,Fraser,0.1503565,Good,Good,0
213021344,Newport,215,Gellibrand,0.8496435,Good,Good,0
213021345,Seabrook,215,Gellibrand,1,Good,Good,0
213021346,Williamstown,215,Gellibrand,1,Good,Good,0
213031347,Braybrook,214,Fraser,1,Good,Good,0
213031348,Footscray,214,Fraser,1,Good,Good,0
213031349,Maribyrnong,214,Fraser,1,Good,Good,0
213031350,Seddon - Kingsville,214,Fraser,1,Good,Good,0
213031351,West Footscray - Tottenham,214,Fraser,1,Good,Good,0
213031352,Yarraville,214,Fraser,1,Good,Good,0
213041353,Bacchus Marsh,219,Hawke,1,Good,Good,0
213041358,Melton West,219,Hawke,1,Good,Good,0
213041359,Rockbank - Mount Cottrell,218,Gorton,1,Good,Good,0
213041360,Taylors Hill,218,Gorton,1,Good,Good,0
213041461,Burnside,218,Gorton,1,Good,Good,0
213041462,Burnside Heights,218,Gorton,1,Good,Good,0
213041463,Caroline Springs,218,Gorton,1,Good,Good,0
213041571,Brookfield,219,Hawke,1,Good,Good,0
213041572,Cobblebank - Strathtulloh,219,Hawke,1,Good,Good,0
