SAL_CODE_2021,SAL_NAME_2021,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
22469,Tatyoon,20260,Ararat,1,Good,Good,0
22470,Tawonga,20110,Alpine,1,Good,Good,0
22471,Tawonga South,20110,Alpine,1,Good,Good,0
22472,Taylor Bay,25620,Murrindindi,1,Good,Good,0
22473,Taylors Hill,24650,Melton,1,Good,Good,0
22474,Taylors Lakes,21180,Brimbank,1,Good,Good,0
22475,Teal Point,22250,Gannawarra,1,Good,Good,0
22476,Tecoma,27450,Yarra Ranges,1,Good,Good,0
22477,Teddywaddy,21270,Buloke,1,Good,Good,0
22478,Teddywaddy West,21270,Buloke,1,Good,Good,0
22479,Teesdale (Vic.),22490,Golden Plains,1,Good,Good,0
22480,Telangatuk East,23190,Horsham,1,Good,Good,0
22481,Telford,24900,Moira,1,Good,Good,0
22482,Telopea Downs,26890,West Wimmera,1,Good,Good,0
22483,Templestowe,24210,Manningham,1,Good,Good,0
22484,Templestowe Lower,24210,Manningham,1,Good,Good,0
22485,Tempy,24780,Mildura,0.3502082,Good,Good,0
22485,Tempy,27630,Yarriambiack,0.6497918,Good,Good,0
22486,Tenby Point,20740,Bass Coast,1,Good,Good,0
22487,Tennyson (Vic.),21370,Campaspe,1,Good,Good,0
22488,Terang,21830,Corangamite,0.9951075,Good,Good,0
22488,Terang,25490,Moyne,0.0048925,Good,Good,1
22489,Terip Terip,25620,Murrindindi,1,Good,Good,0
22490,Terrappee,21270,Buloke,0.000416,Good,Good,1
22490,Terrappee,23940,Loddon,0.999584,Good,Good,0
22491,Terrick Terrick,23940,Loddon,1,Good,Good,0
22492,Terrick Terrick East,21370,Campaspe,1,Good,Good,0
22493,Tesbury,21830,Corangamite,1,Good,Good,0
22494,Tetoora Road,20830,Baw Baw,1,Good,Good,0
22495,Thalia,21270,Buloke,1,Good,Good,0
22496,The Basin (Vic.),23670,Knox,1,Good,Good,0
22497,The Cove,25490,Moyne,1,Good,Good,0
22498,The Gurdies,20740,Bass Coast,1,Good,Good,0
22499,The Heart,26810,Wellington,1,Good,Good,0
22500,The Honeysuckles,26810,Wellington,1,Good,Good,0
22501,The Patch,27450,Yarra Ranges,1,Good,Good,0
22502,The Sisters,25490,Moyne,1,Good,Good,0
22503,Thologolong,26670,Towong,1,Good,Good,0
22504,Thomastown,27070,Whittlesea,1,Good,Good,0
22505,Thomson (Baw Baw - Vic.),20830,Baw Baw,1,Good,Good,0
22506,Thomson (Greater Geelong - Vic.),22750,Greater Geelong,1,Good,Good,0
22507,Thoona,21010,Benalla,1,Good,Good,0
22508,Thornbury,21890,Darebin,1,Good,Good,0
22509,Thornhill Park,24650,Melton,1,Good,Good,0
22510,Thornton (Vic.),25620,Murrindindi,1,Good,Good,0
22511,Thorpdale,20830,Baw Baw,1,Good,Good,0
22512,Thorpdale South,20830,Baw Baw,1,Good,Good,0
22513,Thowgla Valley,26670,Towong,1,Good,Good,0
22514,Three Bridges,27450,Yarra Ranges,1,Good,Good,0
22515,Timbarra (Vic.),22110,East Gippsland,1,Good,Good,0
22516,Timboon,21830,Corangamite,1,Good,Good,0
22517,Timboon West,21830,Corangamite,1,Good,Good,0
22518,Timmering,21370,Campaspe,1,Good,Good,0
22519,Timor (Vic.),21670,Central Goldfields,1,Good,Good,0
22520,Timor West,21670,Central Goldfields,1,Good,Good,0
22521,Tinamba,26810,Wellington,1,Good,Good,0
22522,Tinamba West,26810,Wellington,1,Good,Good,0
22523,Tintaldra,26670,Towong,1,Good,Good,0
22524,Tittybong,22250,Gannawarra,1,Good,Good,0
22525,Tol Tol,26610,Swan Hill,1,Good,Good,0
22526,Tolmie,24250,Mansfield,0.9265072,Good,Good,0
22526,Tolmie,26700,Wangaratta,0.0734928,Good,Good,0
22527,Tom Groggin,22110,East Gippsland,0.0014245,Good,Good,1
22527,Tom Groggin,26670,Towong,0.9985755,Good,Good,0
22528,Tongala,21370,Campaspe,1,Good,Good,0
22529,Tonghi Creek,22110,East Gippsland,1,Good,Good,0
22530,Tongio,22110,East Gippsland,1,Good,Good,0
22531,Tonimbuk,21450,Cardinia,1,Good,Good,0
22532,Tooan,23190,Horsham,1,Good,Good,0
22533,Tooborac,24850,Mitchell,1,Good,Good,0
22534,Toolamba,22830,Greater Shepparton,1,Good,Good,0
22535,Toolamba West,22830,Greater Shepparton,1,Good,Good,0
22536,Toolangi,25620,Murrindindi,0.853478,Good,Good,0
22536,Toolangi,27450,Yarra Ranges,0.146522,Good,Good,0
22537,Toolern Vale,24650,Melton,1,Good,Good,0
22538,Toolleen,21370,Campaspe,0.7034416,Good,Good,0
22538,Toolleen,22620,Greater Bendigo,0.2965584,Good,Good,0
22539,Toolome,26810,Wellington,1,Good,Good,0
22540,Toolondo,23190,Horsham,1,Good,Good,0
22541,Toolong,25490,Moyne,1,Good,Good,0
22542,Toombon,20830,Baw Baw,1,Good,Good,0
22543,Toongabbie (Vic.),20830,Baw Baw,9.20E-06,Good,Good,1
22543,Toongabbie (Vic.),23810,Latrobe (Vic.),0.9159673,Good,Good,0
22543,Toongabbie (Vic.),26810,Wellington,0.0840235,Good,Good,0
22544,Toora (Vic.),26170,South Gippsland,1,Good,Good,0
22545,Toora North,26170,South Gippsland,0.9999057,Good,Good,0
22545,Toora North,26810,Wellington,9.43E-05,Good,Good,1
22546,Tooradin,21450,Cardinia,0.0121994,Good,Good,0
22546,Tooradin,21610,Casey,0.9878006,Good,Good,0
22547,Toorak,26350,Stonnington,1,Good,Good,0
22548,Toorloo Arm,22110,East Gippsland,1,Good,Good,0
22549,Toorongo,20830,Baw Baw,0.6666667,Good,Good,0
22549,Toorongo,27450,Yarra Ranges,0.3333333,Good,Good,0
22550,Tootgarook,25340,Mornington Peninsula,1,Good,Good,0
22551,Torquay (Vic.),26490,Surf Coast,1,Good,Good,0
22552,Torrita,24780,Mildura,1,Good,Good,0
22553,Torrumbarry,21370,Campaspe,1,Good,Good,0
22554,Torwood,20830,Baw Baw,1,Good,Good,0
22555,Tostaree,22110,East Gippsland,1,Good,Good,0
22556,Tottenham (Vic.),24330,Maribyrnong,1,Good,Good,0
22557,Tottington,25810,Northern Grampians,1,Good,Good,0
22558,Tourello,20570,Ballarat,1,Good,Good,0
22559,Towan,26610,Swan Hill,1,Good,Good,0
22560,Towaninny,21270,Buloke,0.9975124,Good,Good,0
22560,Towaninny,22250,Gannawarra,0.0024876,Good,Good,1
22561,Towaninny South,21270,Buloke,1,Good,Good,0
22562,Tower Hill,25490,Moyne,1,Good,Good,0
22563,Towong,26670,Towong,1,Good,Good,0
22564,Towong Upper,26670,Towong,1,Good,Good,0
22565,Trafalgar (Vic.),20830,Baw Baw,1,Good,Good,0
22566,Trafalgar East,20830,Baw Baw,1,Good,Good,0
22567,Trafalgar South,20830,Baw Baw,1,Good,Good,0
22568,Tragowel,22250,Gannawarra,1,Good,Good,0
22569,Traralgon,23810,Latrobe (Vic.),1,Good,Good,0
22570,Traralgon East,23810,Latrobe (Vic.),1,Good,Good,0
22571,Traralgon South,23810,Latrobe (Vic.),1,Good,Good,0
22572,Travancore,25060,Moonee Valley,1,Good,Good,0
22573,Trawalla,25990,Pyrenees,1,Good,Good,0
22574,Trawool,24850,Mitchell,1,Good,Good,0
22575,Traynors Lagoon,25810,Northern Grampians,1,Good,Good,0
22576,Tremont,27450,Yarra Ranges,1,Good,Good,0
22577,Trentham,22910,Hepburn,0.9956523,Good,Good,0
22577,Trentham,25150,Moorabool,0.0043477,Good,Good,1
22578,Trentham East,22910,Hepburn,0.3898209,Good,Good,0
22578,Trentham East,24130,Macedon Ranges,0.6101791,Good,Good,0
22579,Tresco,26610,Swan Hill,1,Good,Good,0
22580,Tresco West,26610,Swan Hill,1,Good,Good,0
22581,Trida,20830,Baw Baw,0.131247,Good,Good,0
22581,Trida,26170,South Gippsland,0.868753,Good,Good,0
22582,Truganina,24650,Melton,0.0320722,Good,Good,0
22582,Truganina,27260,Wyndham,0.9679278,Good,Good,0
22583,Tubbut,22110,East Gippsland,1,Good,Good,0
22584,Tuerong,25340,Mornington Peninsula,1,Good,Good,0
22585,Tulkara,25810,Northern Grampians,1,Good,Good,0
22586,Tullamarine,21180,Brimbank,0.0006191,Good,Good,1
22586,Tullamarine,23270,Hume,0.9783431,Good,Good,0
22586,Tullamarine,25250,Moreland,0.0210377,Good,Good,0
22587,Tungamah,24900,Moira,1,Good,Good,0
22588,Turoar,26610,Swan Hill,1,Good,Good,0
22589,Turriff,27630,Yarriambiack,1,Good,Good,0
22590,Turriff East,21270,Buloke,1,Good,Good,0
22591,Turtons Creek,26170,South Gippsland,1,Good,Good,0
22592,Tutye,24780,Mildura,1,Good,Good,0
22593,Tyaak,24850,Mitchell,1,Good,Good,0
22594,Tyabb,25340,Mornington Peninsula,1,Good,Good,0
22595,Tyenna (Vic.),21270,Buloke,1,Good,Good,0
22596,Tyers,23810,Latrobe (Vic.),1,Good,Good,0
22597,Tylden,22910,Hepburn,0.038353,Good,Good,0
22597,Tylden,24130,Macedon Ranges,0.961647,Good,Good,0
22598,Tynong,21450,Cardinia,1,Good,Good,0
22599,Tynong North,21450,Cardinia,1,Good,Good,0
22600,Tyntynder,26610,Swan Hill,1,Good,Good,0
22601,Tyntynder South,26610,Swan Hill,1,Good,Good,0
22602,Tyrendarra,22410,Glenelg,1,Good,Good,0
22603,Tyrendarra East,25490,Moyne,1,Good,Good,0
22604,Tyrrell,21270,Buloke,0.999232,Good,Good,0
22604,Tyrrell,26610,Swan Hill,0.000768,Good,Good,1
22605,Tyrrell Downs,21270,Buloke,1,Good,Good,0
22606,Ullina,22910,Hepburn,1,Good,Good,0
22607,Ullswater,26890,West Wimmera,1,Good,Good,0
22608,Ultima,26610,Swan Hill,1,Good,Good,0
22609,Ultima East,26610,Swan Hill,1,Good,Good,0
22610,Ulupna,24900,Moira,1,Good,Good,0
22611,Undera,22830,Greater Shepparton,1,Good,Good,0
22612,Underbool,24780,Mildura,1,Good,Good,0
22613,Upotipotpon,26430,Strathbogie,1,Good,Good,0
22614,Upper Ferntree Gully,23670,Knox,0.7374344,Good,Good,0
22614,Upper Ferntree Gully,27450,Yarra Ranges,0.2625656,Good,Good,0
22615,Upper Gundowring,20110,Alpine,1,Good,Good,0
22616,Upper Lurg,21010,Benalla,1,Good,Good,0
22617,Upper Plenty,24850,Mitchell,1,Good,Good,0
22618,Upper Ryans Creek,21010,Benalla,1,Good,Good,0
22619,Upton Hill,26430,Strathbogie,1,Good,Good,0
22620,Upwey,27450,Yarra Ranges,1,Good,Good,0
22621,Valencia Creek,26810,Wellington,1,Good,Good,0
22622,Vasey,26260,Southern Grampians,1,Good,Good,0
22623,Vaughan,25430,Mount Alexander,1,Good,Good,0
22624,Vectis,23190,Horsham,1,Good,Good,0
22625,Ventnor (Vic.),20740,Bass Coast,1,Good,Good,0
22626,Venus Bay (Vic.),26170,South Gippsland,1,Good,Good,0
22627,Vermont,24410,Maroondah,0.0423261,Good,Good,0
22627,Vermont,26980,Whitehorse,0.9576739,Good,Good,0
22628,Vermont South,26980,Whitehorse,1,Good,Good,0
22629,Vervale,21450,Cardinia,1,Good,Good,0
22630,Vesper,20830,Baw Baw,1,Good,Good,0
22631,Victoria Point (Vic.),26260,Southern Grampians,1,Good,Good,0
22632,Victoria Valley (Vic.),26260,Southern Grampians,1,Good,Good,0
22633,Viewbank,20660,Banyule,1,Acceptable,Good,0
22634,Vinifera,26610,Swan Hill,1,Good,Good,0
22635,Violet Town,22830,Greater Shepparton,3.23E-05,Good,Good,1
22635,Violet Town,26430,Strathbogie,0.9999677,Good,Good,0
22636,Vite Vite,21830,Corangamite,1,Good,Good,0
22637,Vite Vite North,21830,Corangamite,1,Good,Good,0
22638,W Tree,22110,East Gippsland,1,Good,Good,0
22639,Waaia,24900,Moira,1,Good,Good,0
22640,Waanyarra,23940,Loddon,1,Good,Good,0
22641,Waarre,21830,Corangamite,1,Good,Good,0
22642,Wabonga,26700,Wangaratta,1,Good,Good,0
22643,Waggarandall,24900,Moira,1,Good,Good,0
22644,Wahgunyah,23350,Indigo,1,Good,Good,0
22645,Wahring,26430,Strathbogie,1,Good,Good,0
22646,Wail,23190,Horsham,1,Good,Good,0
22647,Wairewa,22110,East Gippsland,1,Good,Good,0
22648,Waitchie,26610,Swan Hill,1,Good,Good,0
22649,Wal Wal,25810,Northern Grampians,1,Good,Good,0
22650,Waldara,26700,Wangaratta,1,Good,Good,0
22651,Walhalla,20830,Baw Baw,0.9997144,Good,Good,0
22651,Walhalla,26810,Wellington,0.0002856,Good,Good,1
22652,Walhalla East,26810,Wellington,1,Good,Good,0
22653,Walkerville (Vic.),26170,South Gippsland,1,Good,Good,0
22654,Walkerville North,26170,South Gippsland,1,Good,Good,0
22655,Walkerville South,26170,South Gippsland,1,Good,Good,0
22656,Wallace,25150,Moorabool,1,Good,Good,0
22657,Wallacedale,22410,Glenelg,0.7894128,Good,Good,0
22657,Wallacedale,25490,Moyne,0.2105872,Good,Good,0
22658,Wallagaraugh,22110,East Gippsland,1,Good,Good,0
22659,Wallaloo,25810,Northern Grampians,1,Good,Good,0
22660,Wallaloo East,25810,Northern Grampians,1,Good,Good,0
22661,Wallan,24850,Mitchell,1,Good,Good,0
22662,Wallinduc,22490,Golden Plains,1,Good,Good,0
22663,Wallington,22750,Greater Geelong,1,Good,Good,0
22664,Wallup,27630,Yarriambiack,1,Good,Good,0
22665,Walmer (Vic.),25430,Mount Alexander,1,Good,Good,0
22666,Walpa,22110,East Gippsland,1,Good,Good,0
22667,Walpeup,24780,Mildura,1,Good,Good,0
22668,Walwa,26670,Towong,1,Good,Good,0
22669,Wandana Heights,22750,Greater Geelong,1,Good,Good,0
22670,Wandella (Vic.),22250,Gannawarra,1,Good,Good,0
22671,Wandiligong,20110,Alpine,1,Good,Good,0
22672,Wandin East,27450,Yarra Ranges,1,Good,Good,0
22673,Wandin North,27450,Yarra Ranges,1,Good,Good,0
22674,Wando Bridge,22410,Glenelg,1,Good,Good,0
22675,Wando Vale,22410,Glenelg,0.9165799,Good,Good,0
22675,Wando Vale,26260,Southern Grampians,0.0834201,Good,Good,0
22676,Wandong,24850,Mitchell,1,Good,Good,0
22677,Wandown,26610,Swan Hill,1,Good,Good,0
22678,Wangandary,26700,Wangaratta,1,Good,Good,0
22679,Wangarabell,22110,East Gippsland,1,Good,Good,0
22680,Wangaratta (Vic.),26700,Wangaratta,1,Good,Good,0
22681,Wangaratta South,26700,Wangaratta,1,Good,Good,0
22682,Wangie,21270,Buloke,1,Good,Good,0
22683,Wangoom,25490,Moyne,1,Good,Good,0
22684,Wannon,26260,Southern Grampians,1,Good,Good,0
22685,Wantirna,23670,Knox,1,Good,Good,0
22686,Wantirna South,23670,Knox,1,Good,Good,0
22687,Waranga Shores,21370,Campaspe,1,Good,Good,0
22688,Waratah Bay,26170,South Gippsland,1,Good,Good,0
22689,Warburton (Vic.),27450,Yarra Ranges,1,Good,Good,0
22690,Wareek,21670,Central Goldfields,1,Good,Good,0
22691,Wargan,24780,Mildura,1,Good,Good,0
22692,Warmur,21270,Buloke,1,Good,Good,0
22693,Warncoort,21750,Colac Otway,1,Good,Good,0
22694,Warne,21270,Buloke,1,Good,Good,0
22695,Warneet,21610,Casey,1,Good,Good,0
22696,Warrabkook,25490,Moyne,1,Good,Good,0
22697,Warracknabeal,27630,Yarriambiack,1,Good,Good,0
22698,Warragul,20830,Baw Baw,1,Good,Good,0
22699,Warragul South,20830,Baw Baw,1,Good,Good,0
22700,Warragul West,20830,Baw Baw,1,Good,Good,0
22701,Warrak,20260,Ararat,1,Good,Good,0
22702,Warrandyte,24210,Manningham,1,Good,Good,0
22703,Warrandyte South,24210,Manningham,1,Good,Good,0
22704,Warranwood,24410,Maroondah,1,Good,Good,0
22705,Warrayure,26260,Southern Grampians,1,Good,Good,0
22706,Warrenbayne,21010,Benalla,1,Good,Good,0
22707,Warrenheip,20570,Ballarat,0.8884101,Good,Good,0
22707,Warrenheip,25150,Moorabool,0.1115899,Good,Good,0
22708,Warrenmang,25990,Pyrenees,1,Good,Good,0
22709,Warrion,21750,Colac Otway,1,Good,Good,0
22710,Warrnambool,25490,Moyne,0.0015022,Good,Good,1
22710,Warrnambool,26730,Warrnambool,0.9984978,Good,Good,0
22711,Warrock,22410,Glenelg,1,Good,Good,0
22712,Warrong,25490,Moyne,1,Good,Good,0
22713,Wartook,23190,Horsham,0.9998864,Good,Good,0
22713,Wartook,25810,Northern Grampians,0.0001136,Good,Good,1
22714,Watchem,21270,Buloke,1,Good,Good,0
22715,Watchem West,21270,Buloke,0.5312305,Good,Good,0
22715,Watchem West,27630,Yarriambiack,0.4687695,Good,Good,0
22716,Watchupga,21270,Buloke,1,Good,Good,0
22717,Waterford Park,24850,Mitchell,1,Good,Good,0
22718,Waterholes,22110,East Gippsland,1,Good,Good,0
22719,Waterloo (Vic.),25990,Pyrenees,1,Good,Good,0
22720,Waterways,23430,Kingston (Vic.),1,Good,Good,0
22721,Watsonia,20660,Banyule,1,Acceptable,Good,0
22722,Watsonia North,20660,Banyule,1,Acceptable,Good,0
22723,Watsons Creek (Vic.),25710,Nillumbik,1,Good,Good,0
22724,Wattle Bank,20740,Bass Coast,1,Good,Good,0
22725,Wattle Creek,25810,Northern Grampians,1,Good,Good,0
22726,Wattle Flat (Vic.),20570,Ballarat,0.1089775,Good,Good,0
22726,Wattle Flat (Vic.),22910,Hepburn,0.5246956,Good,Good,0
22726,Wattle Flat (Vic.),25150,Moorabool,0.3663268,Good,Good,0
22727,Wattle Glen,25710,Nillumbik,1,Good,Good,0
22728,Wattle Hill (Vic.),21830,Corangamite,1,Good,Good,0
22729,Waubra,20570,Ballarat,0.2032253,Good,Good,0
22729,Waubra,25990,Pyrenees,0.7967747,Good,Good,0
22730,Waurn Ponds,22750,Greater Geelong,1,Good,Good,0
22731,Waygara,22110,East Gippsland,1,Good,Good,0
22732,Weatherboard,20570,Ballarat,1,Good,Good,0
22733,Wedderburn (Vic.),23940,Loddon,1,Good,Good,0
22734,Wedderburn Junction,23940,Loddon,1,Good,Good,0
22735,Wee Wee Rup,22250,Gannawarra,1,Good,Good,0
22736,Weeaproinah,21750,Colac Otway,1,Good,Good,0
22737,Weering,21750,Colac Otway,1,Good,Good,0
22738,Weerite,21830,Corangamite,1,Good,Good,0
22739,Wehla,23940,Loddon,1,Good,Good,0
22740,Weir Views,24650,Melton,1,Good,Good,0
22741,Wellsford,22620,Greater Bendigo,1,Good,Good,0
22742,Welshmans Reef,25430,Mount Alexander,1,Good,Good,0
22743,Welshpool (Vic.),26170,South Gippsland,1,Good,Good,0
22744,Wemen,26610,Swan Hill,1,Good,Good,0
22745,Wendouree,20570,Ballarat,1,Good,Good,0
22746,Wensleydale,26490,Surf Coast,1,Good,Good,0
22747,Wentworth (Vic.),22110,East Gippsland,1,Good,Good,0
22748,Werneth,21830,Corangamite,0.3692142,Good,Good,0
22748,Werneth,22490,Golden Plains,0.6307858,Good,Good,0
22749,Werona,22910,Hepburn,0.205483,Good,Good,0
22749,Werona,25430,Mount Alexander,0.794517,Good,Good,0
22750,Werribee,27260,Wyndham,1,Good,Good,0
22751,Werribee South,27260,Wyndham,1,Good,Good,0
22752,Werrimull,24780,Mildura,1,Good,Good,0
22753,Wesburn,27450,Yarra Ranges,1,Good,Good,0
22754,West Bendigo,22620,Greater Bendigo,1,Good,Good,0
22755,West Creek,20740,Bass Coast,1,Good,Good,0
22756,West Footscray,24330,Maribyrnong,1,Good,Good,0
22757,West Melbourne,24600,Melbourne,1,Good,Good,0
22758,West Wodonga,27170,Wodonga,1,Good,Good,0
22759,Westbury (Vic.),20830,Baw Baw,1,Good,Good,0
22760,Westby,22250,Gannawarra,1,Good,Good,0
22761,Westmeadows,23270,Hume,1,Good,Good,0
22762,Westmere,20260,Ararat,1,Good,Good,0
22763,Whanregarwen,25620,Murrindindi,1,Good,Good,0
22764,Wharparilla,21370,Campaspe,1,Good,Good,0
22765,Wheatsheaf,22910,Hepburn,1,Good,Good,0
22766,Wheelers Hill,24970,Monash,1,Good,Good,0
22767,Whipstick,22620,Greater Bendigo,1,Good,Good,0
22768,Whirily,21270,Buloke,1,Good,Good,0
22769,White Hills (Vic.),22620,Greater Bendigo,1,Good,Good,0
22770,Whiteheads Creek,24850,Mitchell,1,Good,Good,0
22771,Whitelaw,26170,South Gippsland,1,Good,Good,0
22772,Whitfield (Vic.),26700,Wangaratta,1,Good,Good,0
22773,Whitlands,26700,Wangaratta,1,Good,Good,0
22774,Whittington,22750,Greater Geelong,1,Good,Good,0
22775,Whittlesea,27070,Whittlesea,1,Good,Good,0
22776,Whoorel,21750,Colac Otway,1,Good,Good,0
22777,Whorouly,26700,Wangaratta,1,Good,Good,0
22778,Whorouly East,26700,Wangaratta,1,Good,Good,0
22779,Whorouly South,26700,Wangaratta,1,Good,Good,0
22780,Whroo,21370,Campaspe,0.1006792,Good,Good,0
22780,Whroo,26430,Strathbogie,0.8993208,Good,Good,0
22781,Wickliffe,20260,Ararat,1,Good,Good,0
22782,Wilby,24900,Moira,1,Good,Good,0
22783,Wild Dog Valley (Vic.),26170,South Gippsland,1,Good,Good,0
22784,Wildwood,23270,Hume,1,Good,Good,0
22785,Wilkur,21270,Buloke,1,Good,Good,0
22786,Willangie,21270,Buloke,1,Good,Good,0
22787,Willatook,25490,Moyne,1,Good,Good,0
22788,Willaura,20260,Ararat,1,Good,Good,0
22789,Willaura North,20260,Ararat,1,Good,Good,0
22790,Willenabrina,27630,Yarriambiack,1,Good,Good,0
22791,Williams Landing,27260,Wyndham,1,Good,Good,0
22792,Williamstown (Vic.),23110,Hobsons Bay,1,Good,Good,0
22793,Williamstown North,23110,Hobsons Bay,1,Good,Good,0
22794,Willow Grove,20830,Baw Baw,1,Good,Good,0
22795,Willowmavin,24850,Mitchell,1,Good,Good,0
22796,Willowvale (Vic.),22490,Golden Plains,1,Good,Good,0
22797,Willung,26810,Wellington,1,Good,Good,0
22798,Willung South,26810,Wellington,1,Good,Good,0
22799,Wilsons Hill,22620,Greater Bendigo,1,Good,Good,0
22800,Wilsons Promontory,26170,South Gippsland,0.9876695,Good,Good,0
22800,Wilsons Promontory,26810,Wellington,0.0024661,Good,Good,1
22800,Wilsons Promontory,29399,Unincorporated Vic,0.0098644,Good,Good,1
22801,Wimbledon Heights,20740,Bass Coast,1,Good,Good,0
22802,Winchelsea,26490,Surf Coast,1,Good,Good,0
22803,Winchelsea South,26490,Surf Coast,1,Good,Good,0
22804,Windermere (Vic.),20570,Ballarat,1,Good,Good,0
22805,Windsor (Vic.),25900,Port Phillip,0.0771956,Acceptable,Good,0
22805,Windsor (Vic.),26350,Stonnington,0.9228044,Good,Good,0
22806,Wingan River,22110,East Gippsland,1,Good,Good,0
22807,Wingeel,21750,Colac Otway,0.6665279,Good,Good,0
22807,Wingeel,22490,Golden Plains,0.3334721,Good,Good,0
22808,Winjallok,25810,Northern Grampians,1,Good,Good,0
22809,Winlaton,26610,Swan Hill,1,Good,Good,0
22810,Winnambool,26610,Swan Hill,1,Good,Good,0
22811,Winnap,22410,Glenelg,1,Good,Good,0
22812,Winnindoo,26810,Wellington,1,Good,Good,0
22813,Winslow,25490,Moyne,1,Good,Good,0
22814,Winter Valley,20570,Ballarat,1,Good,Good,0
22815,Winton (Vic.),21010,Benalla,1,Good,Good,0
22816,Winton North,21010,Benalla,1,Good,Good,0
22817,Wirrate,26430,Strathbogie,1,Good,Good,0
22818,Wiseleigh,22110,East Gippsland,1,Good,Good,0
22819,Wodonga,27170,Wodonga,1,Good,Good,0
22820,Wollert,27070,Whittlesea,1,Good,Good,0
22821,Wombat Creek (Vic.),22110,East Gippsland,1,Good,Good,0
22822,Wombelano,26890,West Wimmera,1,Good,Good,0
22823,Won Wron,26810,Wellington,1,Good,Good,0
22824,Wonga,26170,South Gippsland,1,Good,Good,0
22825,Wonga Park,24210,Manningham,0.8191753,Good,Good,0
22825,Wonga Park,24410,Maroondah,0.0802533,Good,Good,0
22825,Wonga Park,27450,Yarra Ranges,0.1005713,Good,Good,0
22826,Wongarra,21750,Colac Otway,1,Good,Good,0
22827,Wongungarra,20110,Alpine,0.5,Good,Good,0
22827,Wongungarra,26810,Wellington,0.5,Good,Good,0
22828,Wonnangatta,20110,Alpine,1,Good,Good,0
22829,Wonthaggi,20740,Bass Coast,1,Good,Good,0
22830,Wonwondah,23190,Horsham,1,Good,Good,0
22831,Wonyip,26810,Wellington,1,Good,Good,0
22832,Wood Wood,26610,Swan Hill,1,Good,Good,0
22833,Woodend (Vic.),24130,Macedon Ranges,1,Good,Good,0
22834,Woodend North,24130,Macedon Ranges,1,Good,Good,0
22835,Woodfield,24250,Mansfield,1,Good,Good,0
22836,Woodford (Vic.),25490,Moyne,0.0457842,Good,Good,0
22836,Woodford (Vic.),26730,Warrnambool,0.9542158,Good,Good,0
22837,Woodglen,22110,East Gippsland,1,Good,Good,0
22838,Woodhouse,26260,Southern Grampians,1,Good,Good,0
22839,Woodleigh (Vic.),20740,Bass Coast,1,Good,Good,0
22840,Woods Point (Vic.),24250,Mansfield,0.999737,Good,Good,0
22840,Woods Point (Vic.),26810,Wellington,0.000263,Good,Good,1
22841,Woodside (Vic.),26810,Wellington,1,Good,Good,0
22842,Woodside Beach,26810,Wellington,1,Good,Good,0
22843,Woodstock (Vic.),27070,Whittlesea,1,Good,Good,0
22844,Woodstock On Loddon,23940,Loddon,1,Good,Good,0
22845,Woodstock West,23940,Loddon,1,Good,Good,0
22846,Woodvale (Vic.),22620,Greater Bendigo,1,Good,Good,0
22847,Wool Wool,21750,Colac Otway,0.9442902,Good,Good,0
22847,Wool Wool,21830,Corangamite,0.0557098,Good,Good,0
22848,Woolamai,20740,Bass Coast,1,Good,Good,0
22849,Woolenook,26810,Wellington,1,Good,Good,0
22850,Woolshed Flat (Vic.),23940,Loddon,1,Good,Good,0
22851,Woolsthorpe,25490,Moyne,1,Good,Good,0
22852,Woomelang,27630,Yarriambiack,1,Good,Good,0
22853,Wooragee,23350,Indigo,1,Good,Good,0
22854,Woorarra East,26170,South Gippsland,1,Good,Good,0
22855,Woorarra West,26170,South Gippsland,1,Good,Good,0
22856,Wooreen,26170,South Gippsland,1,Good,Good,0
22857,Woori Yallock,27450,Yarra Ranges,1,Good,Good,0
22858,Woorinen,26610,Swan Hill,1,Good,Good,0
